lp_f
----------------
line no, output 1
1676, -0.899981
1677, -0.888026
1678, -0.87598
1679, -0.86398
1680, -0.852026
1681, -0.839981
1682, -0.828027
1683, -0.81598
1684, -0.804027
1685, -0.79198
1686, -0.77998
1687, -0.768027
1688, -0.755979
1689, -0.744027
1690, -0.731979
1691, -0.720028
1692, -0.707979
1693, -0.695979
1694, -0.684028
1695, -0.671979
1696, -0.660028
1697, -0.647978
1698, -0.636029
1699, -0.623978
1700, -0.611978
1701, -0.600029
1702, -0.587978
1703, -0.576029
1704, -0.563978
1705, -0.55203
1706, -0.539977
1707, -0.527977
1708, -0.51603
1709, -0.503978
1710, -0.492031
1711, -0.479977
1712, -0.468031
1713, -0.455977
1714, -0.443977
1715, -0.432031
1716, -0.419976
1717, -0.408031
1718, -0.395976
1719, -0.384032
1720, -0.371976
1721, -0.359976
1722, -0.348032
1723, -0.335975
1724, -0.324032
1725, -0.311975
1726, -0.300033
1727, -0.287975
1728, -0.275975
1729, -0.264033
1730, -0.251975
1731, -0.240033
1732, -0.227974
1733, -0.216034
1734, -0.203974
1735, -0.191974
1736, -0.180034
1737, -0.167974
1738, -0.156035
1739, -0.143974
1740, -0.132035
1741, -0.119974
1742, -0.107973
1743, -0.0960348
1744, -0.0839732
1745, -0.0720352
1746, -0.0599735
1747, -0.0480363
1748, -0.0359727
1749, -0.0240366
1750, -0.0119088
1751, -3.64776e-05
1752, 0.0119639
1753, 0.0239633
1754, 0.0360929
1755, 0.0479623
1756, 0.0599624
1757, 0.0720935
1758, 0.0839629
1759, 0.0959622
1760, 0.107962
1761, 0.120096
1762, 0.131962
1763, 0.143962
1764, 0.156097
1765, 0.167961
1766, 0.179961
1767, 0.191961
1768, 0.204098
1769, 0.215961
1770, 0.227961
1771, 0.240099
1772, 0.251961
1773, 0.26396
1774, 0.27596
1775, 0.2881
1776, 0.29996
1777, 0.311959
1778, 0.324102
1779, 0.335959
1780, 0.347959
1781, 0.359959
1782, 0.372103
1783, 0.383959
1784, 0.395959
1785, 0.408104
1786, 0.419959
1787, 0.431958
1788, 0.443958
1789, 0.456105
1790, 0.467958
1791, 0.479958
1792, 0.492106
1793, 0.503957
1794, 0.515957
1795, 0.527957
1796, 0.540108
1797, 0.551957
1798, 0.563957
1799, 0.57611
1800, 0.587957
1801, 0.599956
1802, 0.611956
1803, 0.62411
1804, 0.635956
1805, 0.647956
1806, 0.660112
1807, 0.671955
1808, 0.683956
1809, 0.695955
1810, 0.708113
1811, 0.719954
1812, 0.731955
1813, 0.744114
1814, 0.755954
1815, 0.767954
1816, 0.779954
1817, 0.792116
1818, 0.803954
1819, 0.815954
1820, 0.828116
1821, 0.839953
1822, 0.851953
1823, 0.863953
1824, 0.876118
1825, 0.887953
1826, 0.899953
1827, 0.912119
1828, 0.923953
1829, 0.935953
1830, 0.947952
1831, 0.960121
1832, 0.971952
1833, 0.983951
1834, 0.996122
1835, 1.00795
1836, 1.01995
1837, 1.03195
1838, 1.04412
1839, 1.05595
1840, 1.06795
1841, 1.08012
1842, 1.09195
1843, 1.10395
1844, 1.11595
1845, 1.12813
1846, 1.13995
1847, 1.15195
1848, 1.16413
1849, 1.17595
1850, 1.18795
1851, 1.19995
1852, 1.21213
1853, 1.22395
1854, 1.23595
1855, 1.24813
1856, 1.25995
1857, 1.27195
1858, 1.28395
1859, 1.29613
1860, 1.30795
1861, 1.31995
1862, 1.33213
1863, 1.34395
1864, 1.35595
1865, 1.36795
1866, 1.38013
1867, 1.39195
1868, 1.40395
1869, 1.41613
1870, 1.42795
1871, 1.43995
1872, 1.45195
1873, 1.46414
1874, 1.47595
1875, 1.48795
1876, 1.50014
1877, 1.51195
1878, 1.52395
1879, 1.53595
1880, 1.54814
1881, 1.55994
1882, 1.57194
1883, 1.58414
1884, 1.59594
1885, 1.60794
1886, 1.61994
1887, 1.63214
1888, 1.64394
1889, 1.65594
1890, 1.66814
1891, 1.67994
1892, 1.69194
1893, 1.70394
1894, 1.71614
1895, 1.72794
1896, 1.73994
1897, 1.75214
1898, 1.76394
1899, 1.77594
1900, 1.78794
1901, 1.80015
1902, 1.81194
1903, 1.82394
1904, 1.83615
1905, 1.84794
1906, 1.85994
1907, 1.87194
1908, 1.88415
1909, 1.89594
1910, 1.90794
1911, 1.92015
1912, 1.93194
1913, 1.94394
1914, 1.95594
1915, 1.96815
1916, 1.97994
1917, 1.99194
1918, 2.00415
1919, 2.01594
1920, 2.02794
1921, 2.03994
1922, 2.05215
1923, 2.06394
1924, 2.07594
1925, 2.08815
1926, 2.09994
1927, 2.11194
1928, 2.12394
1929, 2.13616
1930, 2.14794
1931, 2.15994
1932, 2.17216
1933, 2.18394
1934, 2.19594
1935, 2.20794
1936, 2.22016
1937, 2.23194
1938, 2.24394
1939, 2.25616
1940, 2.26794
1941, 2.27994
1942, 2.29194
1943, 2.30416
1944, 2.31593
1945, 2.32794
1946, 2.34016
1947, 2.35194
1948, 2.36393
1949, 2.37593
1950, 2.38816
1951, 2.39993
1952, 2.41193
1953, 2.42417
1954, 2.43593
1955, 2.44793
1956, 2.45993
1957, 2.47217
1958, 2.48393
1959, 2.49593
1960, 2.50817
1961, 2.51993
1962, 2.53193
1963, 2.54393
1964, 2.55617
1965, 2.56793
1966, 2.57993
1967, 2.59217
1968, 2.60393
1969, 2.61593
1970, 2.62793
1971, 2.64017
1972, 2.65193
1973, 2.66393
1974, 2.67617
1975, 2.68793
1976, 2.69993
1977, 2.71193
1978, 2.72417
1979, 2.73593
1980, 2.74793
1981, 2.76018
1982, 2.77193
1983, 2.78393
1984, 2.79593
1985, 2.80818
1986, 2.81993
1987, 2.83193
1988, 2.84418
1989, 2.85593
1990, 2.86793
1991, 2.87993
1992, 2.89218
1993, 2.90393
1994, 2.91593
1995, 2.92818
1996, 2.93993
1997, 2.95193
1998, 2.96393
1999, 2.97618
2000, 2.98793
